id,date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,B365DC,FTHG,FTAG,PSHG,PSAG,PSDG
Q7ReTIoF,2021-01-03,Parme,Torino,-1,2.88,3.3,2.62,1.46,0,3,13,22,-9
bZv3RdGR,2021-01-03,Spezia,Hellas Vérone,-1,3.15,3.3,2.35,1.37,0,1,19,18,1
tKih9cfq,2021-01-03,Benevento,AC Milan,-1,5.5,4.4,1.62,1.18,0,2,17,32,-15
rqxiUbW8,2021-01-03,Juventus,Udinese,1,1.48,4.6,8,2.92,4,1,25,14,11
zoF5YxQD,2021-01-04,Southampton,Liverpool,1,5.25,4.35,1.6,1.17,1,0,25,37,-12
hxt3gb2i,2021-01-04,Valence,Cadix CF,-1,2,3.3,4.1,1.83,1,1,22,11,11
fDCoJBkd,2021-01-06,Brest,Nice,1,2.3,3.6,3.02,1.64,2,0,28,21,7
z9kYtFs3,2021-01-06,Lorient,Monaco,-1,4.2,4,1.85,1.26,2,5,17,28,-11
OW6ANQtr,2021-01-06,Metz,Bordeaux,-1,2.7,3.15,2.8,1.48,0,0,19,18,1
xzBEMpdl,2021-01-06,Nantes,Rennes,-1,4.05,3.5,1.95,1.25,0,0,18,26,-8
Am9MKOQ0,2021-01-06,Strasbourg,Nîmes,,1.45,4.6,7.2,2.81,,,22,14,8
dIjUseSd,2021-01-06,Lille,Angers,-1,1.85,3.4,4.9,2.01,1,2,31,23,8
4rfxtZd9,2021-01-06,Lyon,Lens,,1.52,4.7,6.25,2.68,,,34,26,8
rZhtugCF,2021-01-06,Marseille,Montpellier,1,2.25,3.25,3.65,1.72,3,1,22,29,-7
WdAIL4Bf,2021-01-06,Reims,Dijon,-1,1.9,3.55,4.5,1.98,0,0,24,12,12
rw9sKizj,2021-01-06,Saint-Etienne,PSG,-1,10,6.25,1.31,1.08,1,1,18,39,-21
ziO8Ko9C,2021-01-06,Ath. Bilbao,Barcelone,-1,5.75,4.3,1.58,1.16,2,3,19,30,-11
pW0YtxGE,2021-01-06,AC Milan,Juventus,-1,3.6,3.35,2.15,1.31,1,3,34,29,5
235GoqF7,2021-01-08,B. Monchengladbach,Bayern Munich,1,4.75,4.75,1.64,1.22,3,2,25,44,-19
EiUBixX3,2021-01-08,Celta Vigo,Villarreal,-1,3.4,3.35,2.25,1.35,0,4,22,22,0
Kvxs24al,2021-01-10,Augsburg,Stuttgart,-1,3.9,3.85,1.94,1.29,1,4,16,26,-10
23Ro1OEf,2021-01-10,Arminia Bielefeld,Hertha Berlin,1,4.45,3.55,1.88,1.23,1,0,9,23,-14
SU2KmfWS,2021-01-10,Levante,Eibar,1,2.25,3.4,3.45,1.71,2,1,21,14,7
SfYFjdnA,2021-01-10,Cadix CF,Alaves,1,2.65,3,3.2,1.55,3,1,12,15,-3
O0ljrYgj,2021-01-10,Valladolid,Valence,-1,2.6,3.25,3.05,1.57,0,1,16,23,-7
4dLioi70,2021-01-10,Hellas Vérone,Crotone,1,1.75,3.75,5,2.14,2,1,20,16,4
CbtDhZEQ,2021-01-10,Parme,Lazio,-1,5.05,4.1,1.72,1.21,0,2,13,25,-12
MXVnnXif,2021-01-10,Udinese,Naples,-1,4.4,3.4,1.95,1.24,1,2,17,32,-15
QkYPWih7,2021-01-10,Fiorentina,Cagliari,1,1.75,3.85,4.85,2.15,1,0,17,23,-6
hdQBfepE,2021-01-10,Juventus,Sassuolo,1,1.36,5.55,9,3.43,3,1,32,29,3
U7j1NCHC,2021-01-12,Sheffield Utd,Newcastle,1,2.5,3.15,3.15,1.57,1,0,8,18,-10
ny9dswY4,2021-01-12,Burnley,Manchester Utd,-1,7.7,4.8,1.45,1.11,0,1,9,33,-24
pGYmoG9J,2021-01-12,Wolves,Everton,-1,2.6,3.1,3.1,1.55,1,2,18,26,-8
h6s8wLWl,2021-01-12,Grenade,Osasuna,1,2.3,3.12,3.62,1.68,2,0,19,15,4
OfqU8lA0,2021-01-12,Atl. Madrid,FC Séville,1,2,3.25,4.75,1.93,2,0,29,21,8
vuPK4169,2021-01-28,Tottenham,Liverpool,-1,3.25,3.8,2.2,1.39,1,3,33,37,-4
4rICtiY3,2021-01-29,Stuttgart,Mayence,1,1.75,4,4.85,2.19,2,0,33,18,15
KAjFXPMu,2021-01-29,Lyon,Bordeaux,1,1.39,5.5,8.55,3.35,2,1,44,25,19
QPArFinP,2021-01-29,Valladolid,Huesca,-1,2.4,3.25,3.35,1.65,1,3,20,14,6
AZwhiJZj,2021-01-29,Torino,Fiorentina,-1,2.85,3.25,2.7,1.47,1,1,28,20,8
OpM6ecTe,2021-01-30,Everton,Newcastle,-1,1.6,4,5.95,2.39,0,2,29,19,10
UNM2dwEk,2021-01-30,Crystal Palace,Wolves,1,3.05,3.1,2.58,1.41,1,0,24,21,3
vg4gJ0L2,2021-01-30,Manchester City,Sheffield Utd,1,1.14,9.1,24,6.6,1,0,36,12,24
Q921HvjF,2021-01-30,West Brom,Fulham,-1,3.5,3.2,2.25,1.32,2,2,15,15,0
WnsS2uyM,2021-01-30,Arsenal,Manchester Utd,-1,2.9,3.5,2.48,1.45,0,0,26,37,-11
Iq3cIKz9,2021-01-30,Southampton,Aston Villa,-1,2.95,3.65,2.35,1.43,0,1,27,33,-6
vsrvSiJA,2021-01-30,Bayern Munich,Hoffenheim,1,1.24,7.25,11.5,4.45,4,1,53,28,25
IXtrRBYG,2021-01-30,Dortmund,Augsburg,1,1.26,6.65,11,4.14,3,1,35,19,16
GMyIK9Bp,2021-01-30,Eintracht Francfort,Hertha Berlin,1,1.82,4,4.4,2.1,3,1,35,24,11
fDzMJTQj,2021-01-30,Union Berlin,B. Monchengladbach,-1,3.15,3.6,2.25,1.38,1,1,33,35,-2
MJS7sXIc,2021-01-30,Werder Brême,Schalke 04,-1,2,3.55,3.95,1.87,1,1,23,14,9
CftnQVmN,2021-01-30,RB Leipzig,Bayer Leverkusen,1,1.98,3.75,3.85,1.9,1,0,31,14,17
GxpOV3ih,2021-01-30,Montpellier,Lens,-1,2.95,3.3,2.55,1.44,1,2,33,30,3
lUIXdhQt,2021-01-30,Eibar,FC Séville,-1,4.3,3.35,2,1.25,0,2,17,26,-9
GfTihUvC,2021-01-30,Real Madrid,Levante,-1,1.36,6,8,3.43,1,2,34,27,7
bJIdilfI,2021-01-30,Valence,Elche,1,1.68,3.8,5.85,2.3,1,0,26,16,10
CMM0j89O,2021-01-30,Villarreal,Real Sociedad,-1,2.45,3.15,3.2,1.59,1,1,28,16,12
0O6pc9N9,2021-01-30,Bologne,AC Milan,-1,3.95,3.85,1.95,1.29,1,2,24,39,-15
hb3xaVhc,2021-01-30,Sampdoria,Juventus,-1,7.5,4.6,1.5,1.13,0,2,30,37,-7
bazlhaKp,2021-01-30,Inter,Benevento,1,1.26,6.9,12,4.38,4,0,45,23,22
jXNbcJbq,2021-01-31,Chelsea,Burnley,1,1.3,5.75,11,3.78,2,0,33,13,20
xlQAfHr2,2021-01-31,Leicester,Leeds,-1,1.8,4.15,4.35,2.12,1,3,36,32,4
4015Gb5L,2021-01-31,West Ham,Liverpool,-1,4.5,4.15,1.78,1.25,1,3,30,40,-10
AwtW1ajS,2021-01-31,Brighton,Tottenham,1,3.3,3.4,2.35,1.39,1,0,22,34,-12
rTT3rD3i,2021-01-31,FC Cologne,Arminia Bielefeld,1,2.22,3.2,3.75,1.73,3,1,15,14,1
AuakPk3T,2021-01-31,Wolfsburg,Fribourg,1,1.86,4,4.15,2.04,3,0,27,33,-6
ljrWTsM4,2021-01-31,Nice,Saint-Etienne,-1,2.35,3.5,3.2,1.67,0,1,23,20,3
EZpaRl06,2021-01-31,Angers,Nîmes,1,1.66,4.1,5.9,2.42,3,1,26,16,10
dbz4Q8FC,2021-01-31,Brest,Metz,-1,2,3.6,4,1.89,2,4,31,16,15
zqneSUp0,2021-01-31,Lorient,PSG,1,14,9.2,1.19,1.05,3,2,23,48,-25
2gnzT1yB,2021-01-31,Strasbourg,Reims,-1,2.07,3.4,4.1,1.86,0,1,30,29,1
8Yw8PSUI,2021-01-31,Lille,Dijon,1,1.38,5,10.5,3.39,1,0,36,15,21
fTrSUN6b,2021-01-31,Nantes,Monaco,-1,4.35,4,1.85,1.26,1,2,20,42,-22
nFyydCum,2021-01-31,Getafe,Alaves,-1,2.12,3.1,4.3,1.8,0,0,17,18,-1
UwRueWfg,2021-01-31,Cadix CF,Atl. Madrid,-1,9,4,1.54,1.11,2,4,17,36,-19
x4UmgAP5,2021-01-31,Grenade,Celta Vigo,-1,2.95,3.2,2.65,1.45,0,0,24,24,0
hbX12E2J,2021-01-31,Barcelone,Ath. Bilbao,1,1.43,5.25,7.5,3.09,2,1,39,26,13
jDacf77S,2021-01-31,Spezia,Udinese,-1,4.3,3.6,1.9,1.24,0,1,26,26,0
dj0gemhM,2021-01-31,Cagliari,Sassuolo,-1,3.1,3.65,2.3,1.41,1,1,23,32,-9
E74YaBwi,2021-01-31,Crotone,Genoa,-1,2.95,3.25,2.6,1.44,0,3,22,19,3
rmdkdTxG,2021-01-31,Naples,Parme,1,1.32,6,11,3.88,2,0,41,14,27
hMoPkRFq,2021-01-31,AS Rome,Hellas Vérone,1,1.75,3.9,5.2,2.23,3,1,41,25,16
nBagLXP6,2021-11-29,Osasuna,Elche,-1,1.78,3.45,5,2.04,1,1,14,11,3
2T4mqk2p,2021-11-30,Newcastle,Norwich,-1,1.96,3.7,3.75,1.86,1,1,15,7,8
8CG4iDf4,2021-11-30,Leeds,Crystal Palace,1,2.4,3.35,3,1.58,1,0,12,19,-7
YmshPckU,2021-11-30,Atalanta,Venezia,1,1.2,6.3,13.5,4.3,4,0,28,12,16
OCM1q1zn,2021-11-30,Fiorentina,Sampdoria,1,1.64,3.85,5.4,2.25,3,1,21,20,1
IBFAsu5b,2021-11-30,Hellas Vérone,Cagliari,-1,1.6,4.2,5.3,2.34,0,0,28,16,12
808NvwkH,2021-11-30,Salernitana,Juventus,-1,9,5.3,1.33,1.06,0,2,11,18,-7
tK3ir9Hj,2021-12-01,Southampton,Leicester,-1,2.4,3.4,2.95,1.58,2,2,11,20,-9
jy69jX9A,2021-12-01,Watford,Chelsea,-1,10.5,5.9,1.27,1.05,1,2,18,31,-13
lMOCkiPG,2021-12-01,West Ham,Brighton,-1,1.95,3.5,3.8,1.82,1,1,24,12,12
rqOGlBvN,2021-12-01,Wolves,Burnley,-1,1.92,3.4,4.25,1.89,0,0,12,14,-2
0nDdgZPi,2021-12-01,Aston Villa,Manchester City,-1,8.4,5.3,1.33,1.06,1,2,18,27,-9
ULH0hgub,2021-12-01,Everton,Liverpool,-1,7.9,5.3,1.36,1.08,1,4,16,39,-23
bNr3Sj6o,2021-12-01,Angers,Monaco,-1,3.15,3.25,2.35,1.36,1,3,22,20,2
xEs7RALi,2021-12-01,Brest,Saint-Étienne,1,2,3.6,3.7,1.82,1,0,22,17,5
h4pJO85A,2021-12-01,Metz,Montpellier,-1,2.6,3.3,2.78,1.51,1,3,17,21,-4
KEUcHQcp,2021-12-01,Strasbourg,Bordeaux,1,1.7,3.95,4.8,2.17,5,2,26,22,4
b5T1GpDj,2021-12-01,Troyes,Lorient,1,2.35,3.15,3.25,1.6,2,0,13,13,0
WldAQUzb,2021-12-01,Clermont,Lens,-1,2.95,3.6,2.3,1.4,2,2,17,27,-10
AueEPlj4,2021-12-01,Lyon,Reims,-1,1.44,4.55,6.85,2.73,1,2,22,16,6
67lNNSKG,2021-12-01,Nantes,Marseille,-1,3.25,3.4,2.25,1.35,0,1,20,21,-1
0UmRMnzN,2021-12-01,PSG,Nice,-1,1.4,5.3,6.8,2.98,0,0,35,25,10
vLnVL6kT,2021-12-01,Rennes,Lille,-1,2,3.5,3.8,1.82,1,2,26,19,7
6FGUr2cI,2021-12-01,Real Madrid,Ath. Bilbao,1,1.48,4.4,6.35,2.6,1,0,34,13,21
pMNcpsLu,2021-12-01,Bologne,AS Rome,1,3,3.5,2.3,1.39,1,0,20,24,-4
CYEEtaK4,2021-12-01,Inter,Spezia,1,1.17,7.75,16,5.22,2,0,34,15,19
6yC6rLkh,2021-12-01,Genoa,AC Milan,-1,5.4,4.15,1.6,1.15,0,3,17,30,-13
pQVjNAJq,2021-12-01,Sassuolo,Naples,-1,4,3.85,1.85,1.25,2,2,22,30,-8
